,Lat,Lng,Population,Children,Age,Income,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Rural,Marital_Married,Marital_Separated,Marital_NeverMarried,Marital_Divorced,Gender_Female,Gender_Nonbinary,Contract_Oneyear,Contract_TwoYear,InternetService_DSL,InternetService_None,PaymentMethod_BankTransferautomatic,PaymentMethod_MailedCheck,PaymentMethod_ElectronicCheck
7941,35.59544,-90.08243,1124,1,37,11320.55,9.650912,9,0,2,0,0,0,1,1,0,0,1,1,1,0,0,62.20392,174.9768,5936.572086,3,4,4,2,5,3,4,3,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0
7942,42.70125,-92.07619,104,0,20,8985.14,14.48734,10,0,2,0,1,0,1,0,0,1,1,1,1,1,0,63.07037,235.1372,6316.02224,2,4,2,4,3,4,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
7943,29.725540000000002,-81.99464,7147,3,85,39270.14,8.286539999999999,8,0,0,0,1,0,1,1,0,1,1,0,0,0,1,41.54053,179.9794,3710.2981259999997,3,3,4,3,2,3,4,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7944,43.39705,-116.8712,3515,0,72,6527.16,9.501930999999999,9,2,0,0,1,0,1,1,0,0,0,0,0,0,1,55.27064,144.9607,4606.446472,3,5,3,3,4,4,4,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
7945,38.77688,-89.29754,583,3,59,22445.76,6.9582820000000005,8,0,0,0,1,1,1,1,1,0,0,0,0,1,1,48.00544,162.4653,4794.505137,5,5,6,3,5,4,2,5,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7946,30.27005,-97.68365,12492,0,58,123006.6,9.970674,11,0,1,0,0,1,1,1,0,0,1,1,1,1,0,70.84337,265.147,6392.803419,4,4,3,4,4,4,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
7947,32.634,-96.91176,19586,0,68,43854.96,12.84373,13,0,2,0,1,1,1,1,1,0,0,0,1,1,0,70.14056,222.6326,6662.597959000001,4,5,4,3,5,4,4,2,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0
7948,31.333709999999996,-89.41261,41151,0,60,33554.51,10.92276,14,0,0,0,1,0,1,1,1,0,0,1,0,1,0,68.53399,194.9744,5971.766968,5,4,3,4,4,2,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7949,33.75623,-90.7275,17644,0,86,34511.01,13.284370000000001,12,1,2,1,1,0,1,1,1,1,1,0,1,1,1,67.8068,257.6513,6677.609286,2,3,4,3,4,1,3,3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
7950,40.08671,-123.7849,2072,2,81,46320.17,13.4615,3,0,0,0,1,0,1,1,1,0,0,0,0,1,0,69.18745,149.989,6013.704356,4,4,3,3,6,2,4,3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
7951,30.05295,-94.17654,18609,0,67,39372.66,8.519894,16,1,0,0,0,0,1,0,0,0,0,1,1,1,1,70.40235,200.1185,6583.556553,4,5,3,3,4,3,3,6,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
7954,42.64582,-78.87732,8284,0,77,57201.64,9.245218,11,3,0,0,0,0,1,1,0,0,0,0,0,1,1,68.9214,179.9476,5785.96133,3,3,4,5,3,2,3,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
7955,33.47056,-81.98796999999999,127,3,62,32213.28,9.770236,12,0,2,0,1,1,1,1,0,1,1,0,1,1,0,70.33868000000001,255.1336,6933.85068,4,4,2,2,4,3,4,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
7956,32.83251,-96.84851,19141,2,76,28039.99,8.029455,11,0,0,0,0,0,1,1,1,1,1,0,0,1,0,70.27195,217.484,6215.809536,5,5,5,3,4,4,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7957,35.33623,-80.20477,26601,2,85,64849.52,6.613346000000001,10,3,1,0,1,0,1,0,0,1,0,0,0,1,0,55.57771999999999,137.4616,4749.988334000001,4,4,4,5,2,4,6,4,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
7959,34.09386,-118.3817,20435,1,25,12097.74,13.72727,14,2,0,0,1,0,1,1,0,0,1,0,0,0,1,48.98259,157.4836,4361.243355,4,3,4,4,3,3,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
7960,42.9451,-85.61399999999999,33661,1,76,21066.44,12.31061,12,1,1,0,1,1,1,0,0,0,1,0,1,1,0,45.75966,200.1323,4646.487467,4,5,3,3,4,2,2,4,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
7961,40.336290000000005,-86.37735,1251,0,76,23274.77,7.933279,10,0,1,1,0,0,1,1,1,0,0,1,0,0,1,55.16171,159.9875,4581.646496,4,3,5,5,1,3,4,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7962,27.68352,-97.40538000000001,40778,0,70,25666.63,7.008717999999999,9,0,0,0,0,0,1,0,0,0,0,0,1,1,1,67.70405,187.6094,6348.304776,4,5,3,5,4,4,3,4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
7964,33.44141,-96.17913,246,4,61,23595.65,8.520883,16,1,0,0,0,1,1,0,1,1,0,0,0,1,1,63.78532,152.4555,6133.741768,3,3,3,3,4,4,3,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
7965,44.63645,-123.2766,42614,7,89,14731.91,9.918598,13,0,0,0,0,0,1,1,0,0,0,0,0,0,1,39.52545,124.9607,3807.2837229999996,3,3,3,2,5,3,4,4,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
7966,36.71799,-83.53171999999999,723,8,83,30885.95,7.301830000000001,14,3,1,0,0,0,1,0,1,1,1,0,0,1,1,63.837869999999995,164.9785,6274.202037,2,2,5,2,3,3,4,4,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
7967,36.65886,-82.60646,8407,2,62,47333.98,8.772844000000001,5,2,0,1,0,1,1,0,1,1,0,1,0,1,1,71.12765,164.9647,6674.831265999999,3,4,4,3,4,5,4,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
7968,36.29653,-98.62317,3521,2,43,20496.34,7.476446000000001,11,1,1,1,1,0,1,0,0,1,0,1,1,0,0,54.23761,139.9678,4865.394915,3,3,2,2,3,2,3,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
7969,33.64396,-86.91957,367,1,57,51151.76,15.236679999999998,12,3,1,0,0,0,1,0,0,1,1,1,0,1,1,61.087959999999995,174.9699,5765.465884,3,4,4,5,4,6,4,5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
7970,40.377759999999995,-80.21299,163,1,62,33446.77,11.107380000000001,13,0,0,1,0,1,1,1,1,0,1,1,0,0,0,69.63521,172.5104,5929.405615,3,4,4,4,2,4,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
7971,42.99155,-77.33801,11848,4,68,17235.3,6.936363,10,0,1,0,1,0,1,0,0,1,0,0,1,1,0,51.35655,230.1051,4819.017885,4,4,5,3,4,2,4,4,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
7972,38.82308,-102.4598,1231,1,40,48168.63,6.238718,11,0,0,0,0,0,1,1,0,0,0,0,1,0,1,62.71297,149.9447,5878.97721,4,4,4,1,6,3,5,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
7973,30.11106,-95.26741,34781,4,55,56225.75,10.09073,10,1,0,0,0,0,1,0,1,0,1,1,1,0,0,65.40394,132.5127,5868.9253530000005,3,3,3,3,4,4,4,4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
7974,38.15121,-90.13541,7,0,59,63841.07,11.5167,9,1,1,0,0,0,1,1,0,1,0,0,1,0,1,46.68593,192.4404,4200.226885,3,3,4,4,3,4,4,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7975,43.01827,-87.92549,38321,2,60,45913.33,9.218558999999999,9,0,0,1,0,1,1,1,0,1,1,0,1,1,1,67.5017,275.1336,6263.672907,3,3,4,5,4,4,2,4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
7976,44.61987,-107.1231,94,4,35,25010.43,10.0174,14,2,0,0,0,1,1,0,1,1,0,0,0,0,1,58.690709999999996,104.9923,5228.3700340000005,5,5,4,3,4,3,4,4,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
7977,37.35479,-75.97069,678,3,68,35053.31,10.9825,16,1,0,0,0,1,1,0,1,0,1,1,0,1,0,67.71293,142.5156,5983.810886,3,4,5,3,6,2,2,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
7978,45.349959999999996,-109.8771,243,1,60,69158.18,9.883574000000001,10,0,1,0,1,1,1,1,0,0,1,0,0,0,0,60.96912,125.0073,5228.641847999999,3,4,4,4,2,4,5,3,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
7979,38.168490000000006,-80.91073,1089,3,27,16276.54,14.7633,8,2,0,0,1,0,1,1,1,1,1,1,0,1,0,59.9904,229.9931,5569.122832999999,5,4,5,4,3,3,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7980,36.159259999999996,-78.8778,6328,0,33,43895.22,6.471674,17,2,0,0,1,0,1,0,0,1,1,1,1,1,1,64.94053000000001,222.6609,6060.196481,5,3,4,3,4,4,6,3,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0
7981,38.43419,-119.9744,2860,0,75,31570.14,8.553942999999999,15,0,0,0,1,0,1,0,1,0,0,1,0,0,1,51.38074,107.48200000000001,4616.664022,3,3,3,3,4,4,3,3,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
7982,40.1643,-87.63785,8778,3,37,58783.8,9.059994,12,2,1,0,1,1,1,0,1,0,0,0,1,0,1,60.129540000000006,119.9568,5789.0077009999995,4,5,4,3,4,4,3,3,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
7983,41.840070000000004,-97.46471,2942,1,56,42369.14,12.68768,4,3,1,0,0,0,1,0,1,0,1,0,0,1,1,52.959309999999995,162.4827,4666.0959490000005,3,2,3,3,4,3,2,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7984,46.39445,-85.01704000000001,291,1,68,18386.57,9.698516,11,2,0,0,1,0,0,1,1,1,1,0,0,1,1,70.28492,217.484,6212.316389,4,3,3,4,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
7985,46.76303,-97.68077,442,4,30,28791.24,13.673079999999999,11,1,0,0,1,0,1,0,0,0,1,0,0,0,1,46.076,92.5018,4044.807347,3,3,1,3,5,2,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
7986,39.82902,-89.05105999999999,15261,1,83,63881.41,10.8116,13,0,0,0,0,0,1,0,1,1,0,0,0,0,1,70.45268,117.4686,6273.6002770000005,4,5,4,4,4,5,5,3,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
7987,42.3244,-83.34121,26809,3,64,52153.53,9.89943,8,3,0,0,0,1,1,1,1,1,0,0,0,1,0,62.86179,204.96099999999998,5675.905105,3,4,3,3,3,4,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7988,32.76517,-117.1999,29911,0,89,33067.37,9.674462,14,0,0,0,0,1,1,0,0,1,1,0,1,0,0,68.3486,172.4579,5843.001421,3,4,3,3,4,3,2,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
7989,36.06702,-89.03658,4354,3,84,15763.55,10.13542,10,3,0,0,1,1,1,0,0,1,0,0,0,0,0,68.04513,134.9509,5645.924053,3,4,4,4,3,5,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7990,39.68853,-105.0905,22553,5,80,47832.37,7.751869999999999,17,2,0,0,0,1,1,0,1,0,0,0,0,0,1,51.19372,94.97283,4734.546819,4,4,3,4,4,3,3,3,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1
7991,39.74329,-81.0998,4901,2,69,43374.14,12.98864,16,1,0,0,0,0,1,0,0,1,1,0,0,1,0,63.20163,162.4608,5921.944651,3,3,4,3,3,4,4,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
7992,42.416779999999996,-73.49419,1551,1,42,90756.87,8.306153,10,2,0,0,1,0,1,0,0,1,1,0,1,1,1,65.50761999999999,242.6281,6056.561962,3,3,2,2,3,3,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7993,35.51337,-114.8866,316,2,70,7172.86,8.239022,11,2,1,1,1,0,1,1,0,1,1,1,0,0,1,71.805,172.4885,6626.316041,4,3,3,3,4,2,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
7994,46.23898,-100.3011,1668,2,29,98425.53,5.646236,13,0,0,0,1,0,1,1,0,0,0,0,1,0,1,63.838680000000004,137.4684,5585.510396,2,2,1,4,3,3,3,4,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
7995,41.71252,-71.18426,2421,3,43,72214.56,8.595905,14,2,0,0,1,0,1,0,1,1,0,0,1,0,0,71.97381999999999,142.4526,6833.821068000001,4,3,3,4,2,5,4,3,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1
7996,42.38324,-82.92331999999999,16425,0,78,26077.57,8.413018,9,3,1,0,1,0,1,0,1,0,0,0,1,0,1,51.68157,119.9568,4822.96735,3,3,4,2,3,2,3,5,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
7997,36.01103,-81.73527,1162,4,49,25371.48,5.448899,13,1,1,0,0,0,1,0,1,1,0,0,1,1,0,68.67656,212.6228,6836.227251,3,2,3,5,3,3,3,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
7998,42.919059999999995,-75.25773000000001,1305,1,72,107804.6,10.23826,5,3,1,0,1,1,1,0,1,1,0,0,0,0,1,67.72471,117.4686,6168.427344,3,5,3,3,5,3,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
7999,36.147079999999995,-87.19955999999999,7360,0,76,22875.95,7.134899000000001,6,0,0,0,0,1,0,0,1,1,0,1,1,1,0,66.21743000000001,245.132,6013.898703,3,3,4,3,4,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,40.02528,-86.33489,6544,3,53,37808.3,15.066070000000002,11,0,0,0,0,0,1,0,1,1,0,1,0,0,0,66.29727,149.9778,5766.157948,4,4,5,5,2,3,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
8001,29.852079999999997,-95.83094,32257,1,54,42630.35,13.4777,10,1,1,0,1,0,1,1,1,1,1,0,0,0,1,51.679959999999994,162.497,4987.58141,4,5,4,4,3,4,5,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
8002,37.2393,-87.16001999999999,796,1,79,22192.77,9.432528,16,1,0,0,1,0,1,0,0,1,1,1,0,0,0,70.11749,139.983,6273.515792,4,4,4,1,6,1,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
8003,44.72831,-72.58748,745,3,41,21874.98,12.92389,11,0,0,0,0,0,1,1,1,1,1,1,0,1,0,63.25715,209.9931,6286.671937,4,4,4,3,3,3,3,4,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
8004,42.916940000000004,-78.2503,1973,6,57,14636.41,6.9174690000000005,6,1,0,0,0,0,1,0,0,1,0,1,0,0,1,55.36779,127.4601,5205.865095,5,4,4,4,4,5,5,5,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
8005,43.29013,-88.8789,1776,0,21,63870.16,12.94624,13,2,0,0,1,0,1,1,1,1,1,0,1,0,0,70.42914,207.4811,6383.577895,2,3,3,4,2,3,5,5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
8007,38.30847,-81.75053,13493,4,84,64140.04,13.648520000000001,9,1,0,1,1,0,1,0,0,1,1,0,0,1,1,67.08536,182.4608,5842.892957999999,3,2,3,2,4,5,3,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
8008,29.516759999999998,-90.70663,25335,0,72,65966.95,10.11368,15,0,0,0,0,1,1,0,1,1,0,0,0,0,0,47.59384,137.4686,3992.3818420000002,4,3,4,3,4,3,3,3,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
8009,40.84527,-74.70318,11725,1,76,9880.38,11.38673,14,2,1,0,1,0,1,1,0,0,1,0,1,1,1,64.77844,252.6378,5863.301733,5,4,3,4,3,5,3,4,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
8010,38.629740000000005,-90.21678,8307,1,25,37513.71,8.746045,15,1,0,1,1,0,1,0,0,0,0,0,0,1,1,69.22361,127.4421,6353.5406490000005,3,3,2,3,5,3,4,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
8012,41.40733,-102.9736,618,0,65,61583.24,11.62325,11,1,0,1,1,0,1,0,0,1,0,0,1,0,0,68.78508000000001,139.9349,6285.8012659999995,4,4,2,4,5,5,5,5,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
8013,40.865159999999996,-91.96051999999999,1063,4,23,66612.08,6.216533999999999,15,2,0,1,0,0,1,0,1,0,0,0,1,0,0,46.381209999999996,107.4806,4278.637138,3,3,4,3,4,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
8014,42.57271,-72.48329,1292,5,19,11609.18,14.22906,12,1,0,0,0,0,1,1,1,0,0,0,0,1,1,40.804829999999995,162.4653,4397.21741,4,3,4,4,3,3,4,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
8015,34.652570000000004,-83.15153000000001,14413,2,42,37588.44,7.809647,12,1,0,1,1,0,1,0,1,1,0,0,1,1,1,50.98888,212.6228,5301.26466,4,4,4,6,1,5,4,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
8016,43.88149,-96.11559,2057,0,74,72753.32,6.4363410000000005,12,0,2,0,0,0,1,1,1,1,1,1,0,1,1,66.19976,229.9931,5913.740403,3,2,4,2,5,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8018,41.96345,-71.64835,728,4,32,12226.89,10.47687,9,0,1,0,1,0,1,0,1,1,1,1,1,0,1,38.64796,187.4847,3798.942746,3,3,2,3,2,5,4,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
8019,43.2129,-75.07749,1773,0,48,83831.61,6.082661,10,2,0,0,1,0,1,1,1,0,0,0,1,0,0,58.3401,172.4624,5172.422992,2,2,3,3,4,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
8020,33.4182,-81.69171999999999,2568,2,73,49768.03,16.93215,16,0,2,0,0,1,0,1,0,0,0,1,1,1,1,51.74095,232.62400000000002,5168.330032,3,4,3,4,4,3,2,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
8021,33.08977,-86.06138,4901,1,24,56969.75,7.382948,8,2,0,0,1,0,1,0,1,1,1,1,1,0,1,51.916990000000006,187.4847,4820.053166,4,3,3,4,3,5,3,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
8022,42.34856,-76.834,2981,5,78,49914.94,6.40204,20,1,1,0,1,1,1,0,1,0,0,1,1,0,0,52.663619999999995,119.9897,4648.186854,5,5,6,3,5,5,5,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
8023,28.985870000000002,-81.90181,2986,1,33,35214.65,9.584041000000001,9,3,1,0,1,0,1,0,1,1,1,0,1,1,0,65.09340999999999,225.1457,6587.881944,5,5,3,3,3,5,4,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
8024,29.52037,-96.21862,15,0,55,70752.94,7.9159880000000005,17,2,1,0,1,0,0,0,1,1,0,0,0,1,1,60.194630000000004,152.4555,5736.061108,2,3,4,2,3,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
8026,29.30708,-82.07627,3937,7,82,28028.85,6.593316000000001,14,0,0,0,0,0,1,1,0,0,0,0,0,1,0,54.51931999999999,179.9476,4887.271461,4,5,3,4,2,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8027,35.10096,-85.2615,375,3,76,83600.69,13.19842,15,0,0,0,1,0,0,1,1,0,0,0,0,1,1,57.67058000000001,182.4653,5034.929065,3,3,2,3,3,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
8029,41.920840000000005,-76.29649,3133,4,40,54364.66,6.134364,15,0,2,0,0,0,1,0,1,0,0,1,0,1,1,63.90801,162.4689,5627.198878,2,2,3,3,3,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
8030,39.00388,-100.0862,149,2,30,8930.13,12.89589,8,0,0,0,0,1,1,0,1,0,0,0,1,1,0,69.59294,190.127,6818.04834,5,5,5,4,4,4,3,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
8032,40.25417,-80.43835,3853,0,75,29611.97,12.17266,13,0,1,0,1,1,0,1,0,1,1,0,1,1,1,58.17851999999999,255.1336,5849.55113,5,4,4,4,4,5,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
8033,34.50159,-117.2944,42741,2,29,41443.63,7.805258,13,0,0,0,0,0,1,1,1,0,1,1,1,1,1,54.06378,235.1884,5249.77275,2,3,4,5,2,3,2,4,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1
8034,42.21523,-76.58135,1659,0,43,59563.85,8.739705,17,0,2,0,1,1,1,1,0,0,0,1,1,1,1,58.08347,232.62400000000002,5724.812194,3,3,5,5,3,4,2,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
8035,42.0754,-87.82043,41014,4,84,33883.79,11.80989,13,1,0,0,1,1,1,1,0,1,0,1,0,1,0,67.44709,194.9525,6277.155334,6,5,5,2,3,6,3,4,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
8036,36.17047,-85.79151,794,1,54,60703.43,10.7128,8,1,0,0,0,0,1,1,1,0,1,0,1,0,0,51.47333,164.9853,5072.473187,5,4,3,4,5,3,4,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
8037,39.96135,-83.0816,42463,3,82,43826.83,6.627375,10,1,2,0,0,0,1,0,1,1,0,1,1,1,1,69.22859,225.132,6746.802831999999,3,4,4,3,5,2,3,3,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
8039,35.66576,-119.1975,16088,1,38,11991.16,16.12716,15,0,0,0,1,1,1,0,1,0,0,1,1,1,1,60.49719,222.6362,5559.5235,4,5,3,3,4,4,4,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
8040,33.932359999999996,-84.46148000000001,46647,1,66,101307.0,11.154530000000001,13,1,0,0,1,0,1,0,1,1,0,1,1,0,1,67.86978,154.9618,6364.89034,1,2,2,3,4,2,4,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
8041,39.15592,-93.83556,5547,3,26,14808.26,6.249562,15,1,0,1,0,0,0,1,1,0,1,1,1,1,0,53.62757,267.6647,5254.650965999999,4,4,2,2,5,3,3,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
8042,38.62484,-122.6186,7436,1,40,44406.69,5.227958999999999,11,1,0,1,0,1,1,0,0,0,0,1,0,0,1,68.36641,92.48801999999999,5665.272905,4,4,3,3,4,4,3,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
8043,35.86681,-77.83493,2050,0,20,36004.39,3.6445519999999996,13,1,0,0,1,0,1,0,1,0,0,1,1,0,1,66.57411,119.9897,5871.273948,4,3,3,5,2,5,4,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
8044,32.2257,-100.4763,157,1,20,6733.76,11.865730000000001,11,2,1,0,1,1,1,1,0,0,0,0,0,0,1,65.9999,112.4844,5604.566057999999,2,3,3,3,4,1,2,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
8045,35.94324,-85.43928000000001,24089,4,39,11391.52,8.7275,10,1,0,0,1,0,1,0,0,1,0,0,1,1,1,62.08636,210.1051,6253.824131,3,4,3,3,5,4,3,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
8047,44.65014,-89.35583000000001,2674,4,47,16834.95,7.739197,12,2,1,0,0,0,1,1,0,1,1,0,0,0,0,66.49538000000001,179.9794,5910.417848,3,3,3,4,5,3,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8048,36.2115,-115.1241,48382,2,42,33146.51,8.646262,14,0,0,0,0,0,1,0,0,1,0,1,0,0,1,56.53633000000001,114.9838,4814.158709,4,4,4,2,4,4,4,3,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
8049,32.79418,-84.70352,2238,4,37,32947.81,9.467794999999999,17,0,0,0,1,0,1,1,0,1,0,0,1,0,0,45.695879999999995,159.9642,4267.319291,5,4,6,4,4,4,3,3,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0
8050,29.8979,-95.17696,45885,2,74,18809.09,5.659416,13,1,0,1,0,1,1,1,0,1,0,1,1,1,1,67.56344,255.1198,6555.502175,2,2,4,5,2,4,5,2,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
8051,38.31431,-121.5464,999,2,89,46337.92,8.97713,14,1,0,0,1,0,1,0,1,1,1,1,1,0,1,65.84526,167.4847,6192.4736840000005,3,3,3,4,3,3,4,3,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
8052,43.11573,-93.47867,841,3,50,66604.21,13.27635,12,0,0,0,1,0,1,1,0,1,1,1,1,0,0,68.90677,184.9963,6232.28589,3,4,4,4,3,2,4,6,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
8053,41.78172,-76.60554,210,3,42,15872.42,9.143699,13,2,0,0,0,1,1,1,1,1,0,0,1,0,1,66.78392,194.9581,6023.253234000001,3,4,3,3,5,4,4,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1
8055,34.98007,-99.25964,827,2,55,50217.94,10.5792,12,1,0,0,0,0,1,1,0,0,0,1,0,0,1,67.50379000000001,157.4698,5730.433744,4,4,4,4,4,3,4,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8056,39.9641,-75.92511999999999,7290,1,25,15611.4,8.117138,18,2,0,0,0,1,1,0,0,1,0,0,1,0,0,60.58684,127.4586,5409.545415,2,2,3,3,3,4,4,4,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
8057,32.24438,-99.86598000000001,3809,0,75,75249.62,12.65954,13,2,1,0,0,0,1,0,1,0,1,0,0,0,1,44.79567,107.4958,4157.9204119999995,4,3,3,4,3,2,2,3,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
8058,25.76324,-80.18462,16715,3,80,20901.9,5.189933,19,0,0,0,1,0,1,0,0,0,0,1,1,0,1,66.1916,149.9483,5613.310447,2,2,3,4,4,3,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
8059,43.18667,-96.49741999999999,112,6,79,24023.55,8.588839,12,2,1,1,1,0,1,0,0,0,1,0,0,1,0,62.4919,139.965,5863.981501,6,4,4,2,4,4,3,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
8061,47.76739,-93.91306999999999,137,3,36,59084.69,8.635838,12,0,0,0,1,0,0,1,0,0,0,0,0,1,1,57.7475,179.9476,5097.174241,3,3,1,4,3,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8063,42.15193,-97.30034,1118,2,61,41983.7,10.085,14,1,0,0,0,0,1,1,0,1,1,0,1,1,0,64.51973000000001,275.1336,6016.058199,2,1,2,3,5,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
